filename,partition,task,semantic_label,numeric_label
09514.png,challenge,target,,
04554.png,challenge,target,,
02625.png,train,target,hofburg_imperial_palace,1
03645.png,test,target,hofburg_imperial_palace,1
00185.png,challenge,target,,
08444.png,val,target,pantheon,0
04295.png,challenge,target,,
11879.png,test,target,pantheon,0
07374.png,val,target,pantheon,0
03815.png,train,target,hofburg_imperial_palace,1
00375.png,val,target,hofburg_imperial_palace,1
02414.png,train,target,pantheon,0
06454.png,val,target,pantheon,0
00834.png,train,target,pantheon,0
08654.png,test,target,pantheon,0
05434.png,challenge,target,,
09324.png,challenge,target,,
03844.png,test,target,pantheon,0
02085.png,train,target,hofburg_imperial_palace,1
02724.png,challenge,target,,
10883.png,challenge,target,,
07645.png,challenge,target,,
09244.png,train,target,pantheon,0
01135.png,train,target,hofburg_imperial_palace,1
07035.png,challenge,target,,
07495.png,val,target,hofburg_imperial_palace,1
07105.png,test,target,hofburg_imperial_palace,1
07624.png,challenge,target,,
07955.png,val,target,hofburg_imperial_palace,1
07744.png,train,target,pantheon,0
12419.png,val,target,pantheon,0
01725.png,train,target,hofburg_imperial_palace,1
05505.png,test,target,hofburg_imperial_palace,1
12197.png,train,target,pantheon,0
04264.png,train,target,pantheon,0
01835.png,train,target,hofburg_imperial_palace,1
08524.png,val,target,pantheon,0
01405.png,challenge,target,,
04945.png,test,target,hofburg_imperial_palace,1
07174.png,challenge,target,,
04705.png,challenge,target,,
05775.png,challenge,target,,
09345.png,val,target,hofburg_imperial_palace,1
00575.png,challenge,target,,
01934.png,train,target,pantheon,0
00465.png,train,target,hofburg_imperial_palace,1
12334.png,train,target,pantheon,0
09885.png,challenge,target,,
08305.png,train,target,hofburg_imperial_palace,1
10510.png,challenge,target,,
09085.png,val,target,hofburg_imperial_palace,1
03215.png,challenge,target,,
00964.png,train,target,pantheon,0
11229.png,train,target,pantheon,0
05354.png,train,target,pantheon,0
00294.png,challenge,target,,
10839.png,challenge,target,,
07535.png,train,target,hofburg_imperial_palace,1
09304.png,test,target,pantheon,0
03834.png,challenge,target,,
01085.png,train,target,hofburg_imperial_palace,1
10689.png,val,target,pantheon,0
03804.png,challenge,target,,
06344.png,val,target,pantheon,0
00785.png,train,target,hofburg_imperial_palace,1
08035.png,val,target,hofburg_imperial_palace,1
11299.png,train,target,pantheon,0
05315.png,train,target,hofburg_imperial_palace,1
03325.png,train,target,hofburg_imperial_palace,1
01524.png,train,target,pantheon,0
05334.png,train,target,pantheon,0
07775.png,test,target,hofburg_imperial_palace,1
03344.png,challenge,target,,
05544.png,val,target,pantheon,0
07325.png,challenge,target,,
09235.png,val,target,hofburg_imperial_palace,1
06275.png,train,target,hofburg_imperial_palace,1
10879.png,challenge,target,,
07135.png,train,target,hofburg_imperial_palace,1
10618.png,challenge,target,,
03705.png,challenge,target,,
02185.png,test,target,hofburg_imperial_palace,1
08004.png,train,target,pantheon,0
07454.png,val,target,pantheon,0
06825.png,challenge,target,,
03764.png,challenge,target,,
01475.png,train,target,hofburg_imperial_palace,1
00075.png,test,target,hofburg_imperial_palace,1
08014.png,challenge,target,,
05595.png,val,target,hofburg_imperial_palace,1
08475.png,val,target,hofburg_imperial_palace,1
03745.png,train,target,hofburg_imperial_palace,1
12058.png,test,target,pantheon,0
08205.png,train,target,hofburg_imperial_palace,1
11330.png,train,target,pantheon,0
09485.png,train,target,hofburg_imperial_palace,1
00485.png,challenge,target,,
02614.png,train,target,pantheon,0
05065.png,challenge,target,,
10251.png,challenge,target,,
09434.png,train,target,pantheon,0
04385.png,val,target,hofburg_imperial_palace,1
00124.png,challenge,target,,
02144.png,challenge,target,,
07965.png,train,target,hofburg_imperial_palace,1
07245.png,train,target,hofburg_imperial_palace,1
10948.png,train,target,pantheon,0
06464.png,val,target,pantheon,0
12296.png,train,target,pantheon,0
00594.png,challenge,target,,
02815.png,challenge,target,,
02175.png,challenge,target,,
08465.png,challenge,target,,
00014.png,test,target,pantheon,0
11960.png,train,target,pantheon,0
07735.png,train,target,hofburg_imperial_palace,1
08115.png,train,target,hofburg_imperial_palace,1
02015.png,test,target,hofburg_imperial_palace,1
07074.png,challenge,target,,
03385.png,train,target,hofburg_imperial_palace,1
00414.png,train,target,pantheon,0
08675.png,train,target,hofburg_imperial_palace,1
10925.png,val,target,pantheon,0
01374.png,train,target,pantheon,0
00025.png,train,target,hofburg_imperial_palace,1
05225.png,train,target,hofburg_imperial_palace,1
03315.png,train,target,hofburg_imperial_palace,1
03614.png,train,target,pantheon,0
10752.png,test,target,pantheon,0
09205.png,val,target,hofburg_imperial_palace,1
03954.png,train,target,pantheon,0
00255.png,challenge,target,,
06994.png,train,target,pantheon,0
01165.png,train,target,hofburg_imperial_palace,1
03945.png,challenge,target,,
00274.png,train,target,pantheon,0
00895.png,challenge,target,,
04975.png,val,target,hofburg_imperial_palace,1
00314.png,challenge,target,,
09755.png,challenge,target,,
05284.png,challenge,target,,
02864.png,val,target,pantheon,0
03915.png,test,target,hofburg_imperial_palace,1
05535.png,challenge,target,,
06445.png,challenge,target,,
12168.png,val,target,pantheon,0
03795.png,train,target,hofburg_imperial_palace,1
09364.png,challenge,target,,
02784.png,challenge,target,,
05994.png,train,target,pantheon,0
05375.png,train,target,hofburg_imperial_palace,1
02145.png,challenge,target,,
05095.png,val,target,hofburg_imperial_palace,1
05634.png,challenge,target,,
12400.png,test,target,pantheon,0
00295.png,train,target,hofburg_imperial_palace,1
02704.png,train,target,pantheon,0
03784.png,train,target,pantheon,0
00955.png,challenge,target,,
09905.png,train,target,hofburg_imperial_palace,1
04615.png,challenge,target,,
03466.png,train,source,berlin_cathedral,5
07737.png,val,source,hagia_sophia,6
09273.png,test,source,museu_nacional_dart_de_catalunya,3
08732.png,test,source,rialto_bridge,2
09600.png,test,source,colosseum,0
08526.png,test,source,berlin_cathedral,5
00107.png,train,source,hagia_sophia,6
06059.png,train,source,st_stephen_cathedral_vienna,4
07266.png,val,source,berlin_cathedral,5
09089.png,test,source,st_stephen_cathedral_vienna,4
08848.png,test,source,gaudi_casa_batllo_barcelona,7
03099.png,train,source,st_stephen_cathedral_vienna,4
00857.png,train,source,hagia_sophia,6
08620.png,test,source,colosseum,0
09742.png,test,source,rialto_bridge,2
00321.png,train,source,petronas_towers,1
01160.png,train,source,colosseum,0
07010.png,val,source,colosseum,0
00887.png,train,source,hagia_sophia,6
09329.png,test,source,st_stephen_cathedral_vienna,4
00432.png,train,source,rialto_bridge,2
09152.png,test,source,rialto_bridge,2
04356.png,train,source,berlin_cathedral,5
09580.png,test,source,colosseum,0
03600.png,train,source,colosseum,0
07348.png,val,source,gaudi_casa_batllo_barcelona,7
08301.png,val,source,petronas_towers,1
07488.png,val,source,gaudi_casa_batllo_barcelona,7
09551.png,test,source,petronas_towers,1
05396.png,train,source,berlin_cathedral,5
02892.png,train,source,rialto_bridge,2
09840.png,test,source,colosseum,0
00440.png,train,source,colosseum,0
08256.png,val,source,berlin_cathedral,5
07878.png,val,source,gaudi_casa_batllo_barcelona,7
08440.png,val,source,colosseum,0
08417.png,val,source,hagia_sophia,6
03153.png,train,source,museu_nacional_dart_de_catalunya,3
09532.png,test,source,rialto_bridge,2
03337.png,train,source,hagia_sophia,6
08718.png,test,source,gaudi_casa_batllo_barcelona,7
06540.png,train,source,colosseum,0
09930.png,test,source,colosseum,0
04168.png,train,source,gaudi_casa_batllo_barcelona,7
08482.png,val,source,rialto_bridge,2
05071.png,train,source,petronas_towers,1
07740.png,val,source,colosseum,0
02351.png,train,source,petronas_towers,1
01257.png,train,source,hagia_sophia,6
07428.png,val,source,gaudi_casa_batllo_barcelona,7
08989.png,test,source,st_stephen_cathedral_vienna,4
07057.png,val,source,hagia_sophia,6
06403.png,train,source,museu_nacional_dart_de_catalunya,3
01131.png,train,source,petronas_towers,1
07170.png,val,source,colosseum,0
05466.png,train,source,berlin_cathedral,5
07603.png,val,source,museu_nacional_dart_de_catalunya,3
08508.png,test,source,gaudi_casa_batllo_barcelona,7
07221.png,val,source,petronas_towers,1
01217.png,train,source,hagia_sophia,6
08446.png,val,source,berlin_cathedral,5
07909.png,val,source,st_stephen_cathedral_vienna,4
01621.png,train,source,petronas_towers,1
07797.png,val,source,hagia_sophia,6
09788.png,test,source,gaudi_casa_batllo_barcelona,7
07612.png,val,source,rialto_bridge,2
07156.png,val,source,berlin_cathedral,5
08927.png,test,source,hagia_sophia,6
08249.png,val,source,st_stephen_cathedral_vienna,4
09568.png,test,source,gaudi_casa_batllo_barcelona,7
02543.png,train,source,museu_nacional_dart_de_catalunya,3
09999.png,test,source,st_stephen_cathedral_vienna,4
08776.png,test,source,berlin_cathedral,5
05173.png,train,source,museu_nacional_dart_de_catalunya,3
09826.png,test,source,berlin_cathedral,5
07328.png,val,source,gaudi_casa_batllo_barcelona,7
07823.png,val,source,museu_nacional_dart_de_catalunya,3
06400.png,train,source,colosseum,0
08949.png,test,source,st_stephen_cathedral_vienna,4
02839.png,train,source,st_stephen_cathedral_vienna,4
07492.png,val,source,rialto_bridge,2
07300.png,val,source,colosseum,0
08852.png,test,source,rialto_bridge,2
05707.png,train,source,hagia_sophia,6
09991.png,test,source,petronas_towers,1
08758.png,test,source,gaudi_casa_batllo_barcelona,7
07387.png,val,source,hagia_sophia,6
09212.png,test,source,rialto_bridge,2
04390.png,train,source,colosseum,0
01780.png,train,source,colosseum,0
08802.png,test,source,rialto_bridge,2
07798.png,val,source,gaudi_casa_batllo_barcelona,7
07770.png,val,source,colosseum,0
04156.png,train,source,berlin_cathedral,5
08060.png,val,source,colosseum,0
06057.png,train,source,hagia_sophia,6
06263.png,train,source,museu_nacional_dart_de_catalunya,3
09678.png,test,source,gaudi_casa_batllo_barcelona,7
02540.png,train,source,colosseum,0
07881.png,val,source,petronas_towers,1
05217.png,train,source,hagia_sophia,6
07960.png,val,source,colosseum,0
07006.png,val,source,berlin_cathedral,5
09781.png,test,source,petronas_towers,1
08126.png,val,source,berlin_cathedral,5
03991.png,train,source,petronas_towers,1
08181.png,val,source,petronas_towers,1
01831.png,train,source,petronas_towers,1
07262.png,val,source,rialto_bridge,2
05306.png,train,source,berlin_cathedral,5
06609.png,train,source,st_stephen_cathedral_vienna,4
09257.png,test,source,hagia_sophia,6
07656.png,val,source,berlin_cathedral,5
01248.png,train,source,gaudi_casa_batllo_barcelona,7
09676.png,test,source,berlin_cathedral,5
09193.png,test,source,museu_nacional_dart_de_catalunya,3
00189.png,train,source,st_stephen_cathedral_vienna,4
07618.png,val,source,gaudi_casa_batllo_barcelona,7
04782.png,train,source,rialto_bridge,2
01368.png,train,source,gaudi_casa_batllo_barcelona,7
09361.png,test,source,petronas_towers,1
02752.png,train,source,rialto_bridge,2
04721.png,train,source,petronas_towers,1
01221.png,train,source,petronas_towers,1
08178.png,val,source,gaudi_casa_batllo_barcelona,7
06677.png,train,source,hagia_sophia,6
06469.png,train,source,st_stephen_cathedral_vienna,4
04452.png,train,source,rialto_bridge,2
00366.png,train,source,berlin_cathedral,5
08769.png,test,source,st_stephen_cathedral_vienna,4
07310.png,val,source,colosseum,0
08543.png,test,source,museu_nacional_dart_de_catalunya,3
08938.png,test,source,gaudi_casa_batllo_barcelona,7
00331.png,train,source,petronas_towers,1
01316.png,train,source,berlin_cathedral,5
05537.png,train,source,hagia_sophia,6
06058.png,train,source,gaudi_casa_batllo_barcelona,7
06210.png,train,source,colosseum,0
07641.png,val,source,petronas_towers,1
05088.png,train,source,gaudi_casa_batllo_barcelona,7
08741.png,test,source,petronas_towers,1
00269.png,train,source,st_stephen_cathedral_vienna,4
04209.png,train,source,st_stephen_cathedral_vienna,4
05400.png,train,source,colosseum,0
09258.png,test,source,gaudi_casa_batllo_barcelona,7
04972.png,train,source,rialto_bridge,2
00278.png,train,source,gaudi_casa_batllo_barcelona,7
04542.png,train,source,rialto_bridge,2
09027.png,test,source,hagia_sophia,6
08570.png,test,source,colosseum,0
06498.png,train,source,gaudi_casa_batllo_barcelona,7
02170.png,train,source,colosseum,0
04786.png,train,source,berlin_cathedral,5
03222.png,train,source,rialto_bridge,2
08518.png,test,source,gaudi_casa_batllo_barcelona,7
06036.png,train,source,berlin_cathedral,5
09703.png,test,source,museu_nacional_dart_de_catalunya,3
07373.png,val,source,museu_nacional_dart_de_catalunya,3
08329.png,val,source,st_stephen_cathedral_vienna,4
03867.png,train,source,hagia_sophia,6
05673.png,train,source,museu_nacional_dart_de_catalunya,3
07298.png,val,source,gaudi_casa_batllo_barcelona,7
08829.png,test,source,st_stephen_cathedral_vienna,4
09080.png,test,source,colosseum,0
07809.png,val,source,st_stephen_cathedral_vienna,4
01011.png,train,source,petronas_towers,1
06219.png,train,source,st_stephen_cathedral_vienna,4
07131.png,val,source,petronas_towers,1
09662.png,test,source,rialto_bridge,2
07458.png,val,source,gaudi_casa_batllo_barcelona,7
01861.png,train,source,petronas_towers,1
07163.png,val,source,museu_nacional_dart_de_catalunya,3
08251.png,val,source,petronas_towers,1
04609.png,train,source,st_stephen_cathedral_vienna,4
03596.png,train,source,berlin_cathedral,5
00427.png,train,source,hagia_sophia,6
03028.png,train,source,gaudi_casa_batllo_barcelona,7
07399.png,val,source,st_stephen_cathedral_vienna,4
03027.png,train,source,hagia_sophia,6
07117.png,val,source,hagia_sophia,6
00903.png,train,source,museu_nacional_dart_de_catalunya,3
08669.png,test,source,st_stephen_cathedral_vienna,4
07847.png,val,source,hagia_sophia,6
07763.png,val,source,museu_nacional_dart_de_catalunya,3
07943.png,val,source,museu_nacional_dart_de_catalunya,3
07963.png,val,source,museu_nacional_dart_de_catalunya,3
08706.png,test,source,berlin_cathedral,5
04887.png,train,source,hagia_sophia,6
09772.png,test,source,rialto_bridge,2
05786.png,train,source,berlin_cathedral,5
04992.png,train,source,rialto_bridge,2
05718.png,train,source,gaudi_casa_batllo_barcelona,7
07132.png,val,source,rialto_bridge,2
09467.png,test,source,hagia_sophia,6
09426.png,test,source,berlin_cathedral,5
06789.png,train,source,st_stephen_cathedral_vienna,4
03213.png,train,source,museu_nacional_dart_de_catalunya,3
09540.png,test,source,colosseum,0
07562.png,val,source,rialto_bridge,2
09990.png,test,source,colosseum,0
09863.png,test,source,museu_nacional_dart_de_catalunya,3
09933.png,test,source,museu_nacional_dart_de_catalunya,3
05177.png,train,source,hagia_sophia,6
07608.png,val,source,gaudi_casa_batllo_barcelona,7
09516.png,test,source,berlin_cathedral,5
08823.png,test,source,museu_nacional_dart_de_catalunya,3
02646.png,train,source,berlin_cathedral,5
09728.png,test,source,gaudi_casa_batllo_barcelona,7
09096.png,test,source,berlin_cathedral,5
05818.png,train,source,gaudi_casa_batllo_barcelona,7
07849.png,val,source,st_stephen_cathedral_vienna,4
09526.png,test,source,berlin_cathedral,5
07079.png,val,source,st_stephen_cathedral_vienna,4
